personId,firstName,familyName,position,heightInches,weight,birthDate
1631204,Marcus,Sasser,Guard,73.0,195.0,2000-09-21
1631205,Buddy,Boeheim,Forward,77.0,205.0,1999-11-11
1631207,Dalen,Terry,Forward,78.0,210.0,2002-07-12
1631209,Isaiah,Wong,Guard,75.0,185.0,2001-01-28
1631210,Jacob,Toppin,Forward,81.0,200.0,2000-05-08
1631211,Trevor,Keels,Guard,75.0,215.0,2003-08-26
1631212,Peyton,Watson,Guard,80.0,200.0,2002-09-11
1631213,Tyrese,Martin,Forward,78.0,215.0,1999-03-07
1631214,Alondes,Williams,Guard,76.0,210.0,1999-06-19
1631216,Caleb,Houstan,Guard,80.0,205.0,2003-01-09
1631217,Moussa,Diabaté,Forward,82.0,210.0,2002-01-21
1631218,Trayce,Jackson-Davis,Forward,81.0,245.0,2000-02-22
1631221,Collin,Gillespie,Guard,73.0,195.0,1999-06-25
1631222,Jake,LaRavia,Forward,79.0,235.0,2001-11-03
1631223,David,Roddy,Forward,77.0,255.0,2001-03-27
1631230,Dominick,Barlow,Forward,81.0,224.0,2003-05-26
1631232,Keion,Brooks Jr.,Forward,79.0,210.0,2000-08-07
1631243,Mouhamed,Gueye,Forward,83.0,210.0,2002-11-09
1631245,Quenton,Jackson,Guard,76.0,173.0,1998-09-15
1631246,Vince,Williams Jr.,Guard,76.0,205.0,2000-08-30
1631247,Luke,Travers,Forward,78.0,207.0,2001-09-03
1631248,Baylor,Scheierman,Guard,78.0,205.0,2000-09-26
1631250,Pete,Nance,Forward,81.0,225.0,2000-02-19
1631255,Karlo,Matković,Forward-Center,82.0,231.0,2001-03-30
1631260,AJ,Green,Guard,76.0,190.0,1999-09-27
1631288,Jamal,Cain,Forward,79.0,191.0,1999-03-20
1631301,Jaylen,Sims,Guard,78.0,210.0,1998-12-11
1631303,Justin,Minaya,Forward,77.0,205.0,1999-03-26
1631306,Cole,Swider,Forward,80.0,220.0,1999-05-08
1631311,Lester,Quinones,Guard,76.0,208.0,2000-11-16
1631321,Sidy,Cissoko,Guard,78.0,220.0,2004-04-02
1631323,Simone,Fontecchio,Forward,79.0,209.0,1995-12-09
1631338,Mouhamadou,Gueye,Forward,81.0,210.0,1998-07-06
1631342,Daeqwon,Plowden,Guard-Forward,76.0,216.0,1998-08-29
1631351,Lucas,Williamson,Guard,76.0,205.0,1999-01-28
1631386,Tazé,Moore,Guard,77.0,195.0,1998-06-29
1631451,Javonte,Cooke,Guard,78.0,185.0,1999-07-11
1631457,Alex,Morales,Guard,78.0,210.0,1997-11-21
1631466,Nate,Williams,Guard,77.0,205.0,1999-02-12
1641705,Victor,Wembanyama,Forward-Center,88.0,235.0,2004-01-04
1641706,Brandon,Miller,Forward,79.0,200.0,2002-11-22
1641707,Taylor,Hendricks,Forward,81.0,215.0,2003-11-22
1641708,Amen,Thompson,Guard-Forward,79.0,200.0,2003-01-30
1641709,Ausar,Thompson,Guard-Forward,79.0,205.0,2003-01-30
1641710,Anthony,Black,Guard,79.0,200.0,2004-01-20
1641711,Gradey,Dick,Guard-Forward,79.0,200.0,2003-11-20
1641712,Rayan,Rupert,Guard-Forward,79.0,205.0,2004-05-31
1641713,GG,Jackson,Forward,81.0,210.0,2004-12-17
1641715,Cam,Whitmore,Forward,78.0,230.0,2004-07-08
1641716,Jarace,Walker,Forward,79.0,235.0,2003-09-04
1641717,Cason,Wallace,Guard,75.0,195.0,2003-11-07
1641718,Keyonte,George,Guard,76.0,185.0,2003-11-08
1641720,Jalen,Hood-Schifino,Guard,77.0,210.0,2003-06-19
1641721,Maxwell,Lewis,Forward,79.0,215.0,2002-07-27
1641722,Jordan,Hawkins,Guard,77.0,190.0,2002-04-29
1641723,Kobe,Bufkin,Guard,76.0,195.0,2003-09-21
1641724,Jett,Howard,Guard,80.0,215.0,2003-09-14
1641725,Trey,Alexander,Guard,77.0,185.0,2003-05-02
1641726,Dereck,Lively II,Center,85.0,230.0,2004-02-12
1641727,Dariq,Whitehead,Guard-Forward,78.0,220.0,2004-08-01
1641729,Brice,Sensabaugh,Forward,78.0,235.0,2003-10-30
1641730,Noah,Clowney,Forward-Center,82.0,210.0,2004-07-14
1641731,Bilal,Coulibaly,Guard,79.0,195.0,2004-07-26
1641732,Colby,Jones,Guard,78.0,207.0,2002-05-28
1641733,Nick,Smith Jr.,Guard,74.0,185.0,2004-04-18
1641734,Emoni,Bates,Forward,80.0,202.0,2004-01-28
1641736,Reece,Beekman,Guard,75.0,190.0,2001-10-08
1641737,Adem,Bona,Forward,82.0,235.0,2003-03-28
1641738,Kobe,Brown,Forward,79.0,250.0,2000-01-01
1641739,Toumani,Camara,Forward,79.0,230.0,2000-05-08
1641740,Jaylen,Clark,Guard,77.0,205.0,2001-10-13
1641741,Ricky,Council IV,Guard,78.0,207.0,2001-08-03
1641744,Zach,Edey,Center,87.0,305.0,2002-05-14
1641745,Adam,Flagler,Guard,73.0,180.0,1999-12-01
1641747,DaRon,Holmes II,Forward,81.0,225.0,2002-08-15
1641748,Andre,Jackson Jr.,Guard,78.0,209.0,2001-11-13
1641750,Ryan,Kalkbrenner,Center,85.0,256.0,2002-01-17
1641752,Bobi,Klintman,Forward,81.0,225.0,2003-03-06
1641753,Chris,Livingston,Forward,78.0,220.0,2003-10-15
1641755,Kevin,McCullar Jr.,Guard,78.0,210.0,2001-03-15
1641757,Jordan,Miller,Guard,77.0,194.0,2000-01-23
1641761,Grant,Nelson,Forward,84.0,215.0,2002-03-18
1641763,Julian,Phillips,Forward,78.0,201.0,2003-11-05
1641764,Brandin,Podziemski,Guard,76.0,205.0,2003-02-25
1641765,Olivier-Maxence,Prosper,Forward,79.0,230.0,2002-07-03
1641766,Adama,Sanogo,Forward,81.0,245.0,2002-02-12
1641767,Ben,Sheppard,Guard,78.0,190.0,2001-07-16
1641771,Jalen,Slawson,Forward,79.0,215.0,1999-10-22
1641772,Nae'Qwan,Tomlin,Forward,80.0,210.0,2000-12-19
1641774,Tristan,Vukcevic,Forward,84.0,220.0,2003-03-11
1641775,Jordan,Walsh,Guard,78.0,205.0,2004-03-03
1641778,Leaky,Black,Forward,78.0,209.0,1999-06-14
1641779,Jalen,Bridges,Forward,80.0,225.0,2001-05-14
1641780,Johni,Broome,Forward,81.0,244.0,2002-07-19
1641783,Tristan,da Silva,Forward,80.0,217.0,2001-05-15
1641787,Tosan,Evbuomwan,Forward,80.0,217.0,2001-02-16
1641789,Jazian,Gortman,Guard,74.0,184.0,2003-04-14
1641790,PJ,Hall,Center,80.0,245.0,2002-02-21
1641794,Dillon,Jones,Forward,77.0,235.0,2001-10-29
1641796,Pelle,Larsson,Guard,77.0,215.0,2001-02-23
1641798,Jaylen,Martin,Guard,78.0,216.0,2004-01-28
1641801,Emanuel,Miller,Forward,77.0,215.0,2000-06-19
1641803,Tristen,Newton,Guard,77.0,190.0,2001-04-26
1641807,Norchad,Omier,Forward,79.0,248.0,2001-08-28
1641809,Drew,Peterson,Forward,80.0,205.0,1999-11-09
1641810,Antonio,Reeves,Guard,77.0,205.0,2000-11-20
1641813,Mark,Sears,Guard,72.0,185.0,2002-02-19
1641815,Isaiah,Stevens,Guard,71.0,185.0,2000-11-01
1641816,Hunter,Tyson,Forward,80.0,215.0,2000-06-13
1641817,Anton,Watson,Forward,80.0,225.0,2000-10-06
1641824,Matas,Buzelis,Forward,80.0,196.0,2004-10-13
1641842,Ronald,Holland II,Forward,80.0,206.0,2005-07-07
1641854,Craig,Porter Jr.,Guard,73.0,180.0,2000-02-26
1641857,Liam,Robbins,Center,84.0,250.0,1999-07-12
1641869,Malachi,Smith,Guard,76.0,205.0,1999-12-06
1641871,Duop,Reath,Center,81.0,245.0,1996-06-26
1641878,Damion,Baugh,Guard,76.0,194.0,2000-08-03
1641879,Yuri,Collins,Guard,72.0,190.0,2001-03-07
1641890,Tyler,Smith,Forward,81.0,224.0,2004-11-02
1641936,Miles,Norris,Forward,79.0,220.0,2000-04-15
1641989,Elijah,Harkless,Guard,75.0,195.0,2000-02-03
1641998,Trey,Jemison III,Center,82.0,270.0,1999-11-28
1642024,Alex,Reese,Forward-Center,81.0,245.0,1999-05-21
1642050,Jackson,Rowe,Forward,79.0,210.0,1997-01-04
1642066,Myron,Gardner,Forward,77.0,220.0,2001-05-21
1642258,Zaccharie,Risacher,Forward,80.0,200.0,2005-04-08
1642259,Alex,Sarr,Center,84.0,205.0,2005-04-26
1642260,Nikola,Topić,Guard,78.0,200.0,2005-08-10
1642261,Dalton,Knecht,Forward,78.0,215.0,2001-04-19
1642262,Cody,Williams,Forward,80.0,190.0,2004-11-20
1642263,Reed,Sheppard,Guard,74.0,185.0,2004-06-24
1642264,Stephon,Castle,Guard,78.0,215.0,2004-11-01
1642265,Rob,Dillingham,Guard,74.0,175.0,2005-01-04
1642266,Ja'Kobe,Walter,Guard,76.0,180.0,2004-09-04
1642267,Bub,Carrington,Guard,76.0,190.0,2005-07-21
1642268,Isaiah,Collier,Guard,76.0,210.0,2004-10-08
1642269,Devin,Carter,Guard,74.0,195.0,2002-03-18
1642270,Donovan,Clingan,Center,86.0,280.0,2004-02-23
1642271,Kyle,Filipowski,Center,83.0,250.0,2003-11-07
1642272,Jared,McCain,Guard,75.0,195.0,2004-02-20
1642273,Kyshawn,George,Forward,80.0,200.0,2003-12-12
1642274,Yves,Missi,Center,83.0,235.0,2004-05-14
1642275,Tidjane,Salaün,Forward,82.0,207.0,2005-08-10
1642276,Kel'el,Ware,Center,84.0,230.0,2004-04-20
1642277,Johnny,Furphy,Guard,80.0,200.0,2004-12-08
1642278,Tyler,Kolek,Guard,74.0,195.0,2001-03-27
1642279,Ulrich,Chomche,Center,83.0,235.0,2005-12-30
1642280,Trentyn,Flowers,Forward,81.0,185.0,2005-03-08
1642281,Jaylon,Tyson,Guard-Forward,78.0,215.0,2002-12-02
1642282,Hunter,Sallis,Guard,76.0,185.0,2003-03-26
1642285,Cam,Spencer,Guard,75.0,205.0,2000-04-06
1642345,Oso,Ighodaro,Forward,83.0,235.0,2002-07-14
1642346,Ryan,Dunn,Forward,79.0,216.0,2003-01-07
1642347,Jamal,Shead,Guard,73.0,200.0,2002-07-24
1642348,Justin,Edwards,Forward,79.0,217.0,2003-12-16
1642349,Ajay,Mitchell,Guard,76.0,190.0,2002-06-25
1642352,Keshad,Johnson,Forward,78.0,225.0,2001-06-23
1642353,Cam,Christie,Guard,77.0,190.0,2005-07-24
1642354,KJ,Simpson,Guard,74.0,189.0,2002-08-08
1642355,Bronny,James,Guard,74.0,210.0,2004-10-06
1642357,David,Jones Garcia,Guard,76.0,210.0,2001-11-24
1642358,AJ,Johnson,Guard,77.0,160.0,2004-12-01
1642359,Pacôme,Dadiet,Forward,81.0,210.0,2005-07-27
1642362,Payton,Sandfort,Forward,79.0,215.0,2002-07-12
1642363,Nique,Clifford,Guard,77.0,175.0,2002-02-09
1642364,Jamir,Watkins,Forward,78.0,210.0,2001-07-06
1642366,Quinten,Post,Center,84.0,238.0,2000-03-21
1642367,Jonathan,Mogbo,Forward,81.0,225.0,2001-10-29
1642368,N'Faly,Dante,Center,83.0,230.0,2001-10-19
1642377,Jaylen,Wells,Forward,79.0,,2003-08-26
1642380,Adama,Bal,Guard,79.0,190.0,2003-12-18
1642382,Branden,Carlson,Center,84.0,220.0,1999-06-14
1642383,Walter,Clayton Jr.,Guard,76.0,195.0,2003-03-06
1642384,Isaiah,Crawford,Forward,78.0,220.0,2001-11-01
1642385,Cui,Yongxi,Forward,77.0,190.0,2003-05-28
1642389,Zyon,Pullin,Guard,76.0,206.0,2001-03-03
1642396,Blake,Hinson,Forward,80.0,230.0,1999-12-26
1642399,Jesse,Edwards,Center,84.0,236.0,2000-03-18
1642400,Tristan,Enaruna,Forward,79.0,220.0,2001-06-26
1642402,Enrique,Freeman,Forward,81.0,220.0,2000-07-29
1642403,Isaac,Jones,Forward,80.0,245.0,2000-07-11
1642404,Chaz,Lanier,Guard,75.0,206.0,2001-12-19
1642419,Jamison,Battle,Forward,79.0,220.0,2001-05-10
1642422,Armel,Traoré,Forward,81.0,245.0,2003-01-23
1642434,Riley,Minix,Forward,79.0,230.0,2000-09-22
1642439,Quincy,Olivari,Guard,75.0,200.0,2001-05-27
1642443,Jahmir,Young,Guard,72.0,185.0,2000-10-07
1642449,Tolu,Smith,Forward,83.0,,2000-07-26
1642450,Daniss,Jenkins,Guard,76.0,165.0,2001-08-17
1642461,Spencer,Jones,Forward,79.0,225.0,2001-06-14
1642468,Darius,Brown,Guard,74.0,192.0,1999-07-28
1642484,RayJ,Dennis,Guard,73.0,180.0,2001-03-30
1642490,Josh,Oduro,Center,81.0,240.0,2000-10-14
1642502,Malevy,Leons,Forward,81.0,210.0,1999-09-23
1642504,Cormac,Ryan,Guard,77.0,205.0,1998-10-26
1642505,Alex,Ducas,Guard,79.0,220.0,2000-12-11
1642530,Yuki,Kawamura,Guard,67.0,159.0,2001-05-02
1642843,Cooper,Flagg,Forward,81.0,205.0,2006-12-21
1642844,Dylan,Harper,Guard,77.0,215.0,2006-03-02
1642845,VJ,Edgecombe,Guard,76.0,190.0,2005-07-30
1642846,Ace,Bailey,Forward,81.0,200.0,2006-08-13
1642847,Jeremiah,Fears,Guard,75.0,190.0,2006-10-14
1642848,Tre,Johnson,Guard,77.0,190.0,2006-03-07
1642849,Nolan,Traore,Guard,75.0,185.0,2006-05-28
1642851,Kon,Knueppel,Guard-Forward,78.0,215.0,2005-08-03
1642852,Derik,Queen,Center,81.0,250.0,2004-12-27
1642853,Rasheer,Fleming,Forward,81.0,240.0,2004-07-10
1642854,Asa,Newell,Forward,82.0,220.0,2005-10-05
1642855,Noa,Essengue,Forward,80.0,194.0,2006-12-18
1642856,Egor,Dëmin,Guard,80.0,200.0,2006-03-03
1642857,Kasparas,Jakučionis,Guard,77.0,200.0,2006-05-29
1642859,Jase,Richardson,Guard,73.0,180.0,2005-10-16
1642860,Will,Riley,Forward,81.0,180.0,2006-02-10
1642862,Liam,McNeeley,Forward,79.0,210.0,2005-10-10
1642863,Khaman,Maluach,Center,85.0,250.0,2006-09-14
1642864,Hugo,González,Guard,78.0,200.0,2006-02-05
1642866,Joan,Beringer,Forward,83.0,230.0,2006-11-11
1642867,Collin,Murray-Boyles,Forward,79.0,245.0,2005-06-10
1642868,Carter,Bryant,Forward,78.0,220.0,2005-11-26
1642869,Noah,Penda,Guard-Forward,79.0,215.0,2005-01-07
1642873,Amari,Williams,Forward-Center,83.0,250.0,2002-01-28
1642874,Danny,Wolf,Forward,83.0,250.0,2004-05-05
1642875,Maxime,Raynaud,Center,85.0,250.0,2003-04-07
1642876,Adou,Thiero,Guard,79.0,220.0,2004-05-08
1642877,Micah,Peavy,Guard-Forward,79.0,215.0,2001-07-16
1642878,Tyrese,Proctor,Guard,76.0,185.0,2004-04-01
1642879,Ben,Saraf,Guard,78.0,200.0,2006-04-14
1642880,Kam,Jones,Guard,76.0,200.0,2002-02-25
1642882,Julian,Reese,Forward,81.0,230.0,2003-06-30
1642883,Sion,James,Guard,77.0,220.0,2002-12-04
1642884,Vladislav,Goldin,Center,84.0,250.0,2001-05-12
1642885,Mohamed,Diawara,Forward,81.0,225.0,2005-04-29
1642886,Koby,Brea,Guard,77.0,215.0,2002-11-06
1642905,Yang,Hansen,Center,85.0,270.0,2005-06-26
1642907,Cedric,Coward,Guard,77.0,206.0,2003-09-11
1642910,John,Tonje,Guard,76.0,218.0,2001-04-23
1642911,Rocco,Zikarsky,Center,87.0,227.0,2006-07-11
1642914,Javon,Small,Guard,73.0,190.0,2002-12-19
1642917,Max,Shulga,Guard,76.0,210.0,2002-06-25
1642918,Alijah,Martin,Guard,74.0,210.0,2001-12-26
1642920,Kobe,Sanders,Guard,80.0,207.0,2002-05-30
1642928,Dylan,Cardwell,Center,82.0,255.0,2001-12-16
1642933,Keshon,Gilbert,Guard,76.0,200.0,2003-06-30
1642935,Chucky,Hepburn,Guard,72.0,190.0,2003-02-09
1642938,Curtis,Jones,Guard,75.0,195.0,2001-10-04
1642939,Miles,Kelly,Guard,76.0,190.0,2003-01-26
1642942,Jahmai,Mashack,Guard,76.0,203.0,2002-11-10
1642948,Ryan,Nembhard,Guard,71.0,180.0,2003-03-10
1642949,Yanic Konan,Niederhäuser,Center,83.0,242.0,2003-03-14
1642950,Lachlan,Olbrich,Center,80.0,236.0,2003-12-30
1642951,Sean,Pedulla,Guard,73.0,195.0,2002-10-10
1642954,Will,Richard,Guard,75.0,206.0,2002-12-24
1642955,Kadary,Richmond,Guard,78.0,205.0,2001-08-25
1642959,Chris,Youngblood,Guard,76.0,,2002-02-09
1642962,Drake,Powell,Guard-Forward,77.0,195.0,2005-09-08
1642964,Brooks,Barnhizer,Guard,77.0,230.0,2002-03-02
1642967,John,Poulakidas,Guard,78.0,205.0,2003-04-04
1643007,Taelon,Peter,Guard,75.0,185.0,2002-02-27
1643016,Bez,Mbeng,Guard,76.0,185.0,2003-05-02
1643018,LJ,Cryer,Guard,72.0,,2001-10-09
1643024,Chris,Mañon,Guard,76.0,209.0,2001-12-09
1643047,CJ,Huntley,Forward,83.0,230.0,2002-01-06
1643052,Chaney,Johnson,Guard-Forward,79.0,220.0,2002-06-20
1643060,Hayden,Gray,Guard,76.0,190.0,2003-05-11
1643133,Lawson,Lovering,Center,84.0,,2003-05-09
1643141,Jahmyl,Telfort,Guard,79.0,,2001-04-30
1643158,Andersson,Garcia,Forward,79.0,220.0,2000-08-23
1643253,Toby,Okani,Forward,80.0,210.0,2001-10-05
1643257,Jayson,Kent,Forward,80.0,215.0,2002-02-03
203200,Justin,Holiday,Forward-Guard,78.0,180.0,1989-04-05
1626174,Christian,Wood,Forward,80.0,214.0,1995-09-27
1629139,Yuta,Watanabe,Guard-Forward,81.0,215.0,1994-10-13
1629642,Nassir,Little,Forward-Guard,78.0,220.0,2000-02-11
1628962,Udoka,Azubuike,Center-Forward,83.0,270.0,1999-09-17
1628966,Keita,Bates-Diop,Forward,80.0,229.0,1996-01-23
1630240,Saben,Lee,Guard,74.0,183.0,1999-06-23
1629002,Chimezie,Metu,Forward-Center,82.0,225.0,1997-03-22
201565,Derrick,Rose,Guard,75.0,200.0,1988-10-04
1631367,Jacob,Gilyard,Guard,68.0,160.0,1998-07-14
1631254,Kenneth,Lofton Jr.,Forward,78.0,275.0,2002-08-14
1630184,Kira,Lewis Jr.,Guard,73.0,170.0,2001-04-06
1629232,Kaiser,Gates,Forward,79.0,225.0,1996-11-08
203469,Cody,Zeller,Forward-Center,83.0,240.0,1992-10-05
1630197,Aleksej,Pokusevski,Forward,84.0,210.0,2001-12-26
202722,Dāvis,Bertāns,Forward,82.0,225.0,1992-11-12
203493,Reggie,Bullock Jr.,Guard-Forward,78.0,205.0,1991-03-16
1631257,Jermaine,Samuels Jr.,Forward,78.0,230.0,1998-11-13
1626246,Boban,Marjanović,Center,88.0,290.0,1988-08-15
203496,Robert,Covington,Forward,79.0,209.0,1990-12-14
1630181,R.J.,Hampton,Guard,76.0,175.0,2001-02-07
203925,Joe,Harris,Guard-Forward,78.0,220.0,1991-09-06
1630608,Malcolm,Cazalon,Guard,78.0,185.0,2001-08-27
1628372,Dennis,Smith Jr.,Guard,75.0,205.0,1997-11-25
1628385,Harry,Giles III,Forward-Center,82.0,240.0,1998-04-22
1627745,Damian,Jones,Center,82.0,245.0,1995-06-30
1627853,Ryan,Arcidiacono,Guard,75.0,195.0,1994-03-26
203095,Evan,Fournier,Guard-Forward,78.0,205.0,1992-10-29
1629685,Dylan,Windler,Guard-Forward,79.0,196.0,1996-09-22
1629677,Luka,Samanic,Forward,82.0,227.0,2000-01-09
1628426,Sasha,Vezenkov,Forward,80.0,225.0,1995-08-06
201580,JaVale,McGee,Center-Forward,84.0,270.0,1988-01-19
1630259,Jordan,Ford,Guard,73.0,175.0,1998-05-26
1629670,Jordan,Nwora,Forward,80.0,225.0,1998-09-09
201568,Danilo,Gallinari,Forward,82.0,236.0,1988-08-08
203488,Mike,Muscala,Forward-Center,82.0,240.0,1991-07-01
1630647,Eugene,Omoruyi,Forward,78.0,235.0,1997-02-14
1631219,John,Butler Jr.,Forward,84.0,220.0,2002-12-04
202330,Gordon,Hayward,Forward,79.0,225.0,1990-03-23
1630177,Theo,Maledon,Guard,76.0,175.0,2001-06-12
1641735,Amari,Bailey,Guard,75.0,185.0,2004-02-17
1631100,AJ,Griffin,Forward,78.0,220.0,2003-08-25
1630235,Trent,Forrest,Guard,76.0,210.0,1998-06-12
1626224,Cedi,Osman,Forward,79.0,230.0,1995-04-08
1628984,Devonte',Graham,Guard,73.0,195.0,1995-02-22
203490,Otto,Porter Jr.,Forward,80.0,230.0,1993-06-03
201152,Thaddeus,Young,Forward,80.0,225.0,1988-06-21
1628972,Troy,Brown Jr.,Guard-Forward,79.0,215.0,1999-07-28
201577,Robin,Lopez,Center,85.0,281.0,1988-04-01
201980,Danny,Green,Guard,78.0,215.0,1987-06-22
201976,Patrick,Beverley,Guard,74.0,180.0,1988-07-12
1627863,Danuel,House Jr.,Forward-Guard,78.0,220.0,1993-06-07
1627788,Furkan,Korkmaz,Guard-Forward,79.0,202.0,1997-07-24
1630196,Filip,Petrusev,Center,83.0,225.0,2000-04-15
1641793,D'Moi,Hodge,Guard,75.0,188.0,1998-12-20
1629717,Armoni,Brooks,Guard,75.0,195.0,1998-06-05
1630219,Skylar,Mays,Guard,75.0,205.0,1997-09-05
1628373,Frank,Ntilikina,Guard,76.0,200.0,1998-07-28
1631241,Javon,Freeman-Liberty,Guard,75.0,190.0,1999-10-20
1641749,Keyontae,Johnson,Forward,76.0,230.0,2000-05-24
1629010,Jerome,Robinson,Guard,77.0,190.0,1997-02-22
1641788,Alex,Fudge,Forward,80.0,200.0,2003-05-06
1630563,Joshua,Primo,Guard,76.0,189.0,2002-12-24
1630207,Nate,Hinton,Guard-Forward,77.0,210.0,1999-06-08
202694,Marcus,Morris Sr.,Forward,80.0,218.0,1989-09-02
1631220,Dereon,Seabron,Guard,77.0,180.0,2000-05-26
1630586,Usman,Garuba,Forward,80.0,229.0,2002-03-09
202397,Ish,Smith,Guard,72.0,175.0,1988-07-05
1641931,Onuralp,Bitim,Forward,78.0,215.0,1999-03-31
1629678,Admiral,Schofield,Forward,77.0,241.0,1997-03-30
1629623,Lindell,Wigginton,Guard,73.0,189.0,1998-03-28
202083,Wesley,Matthews,Guard,77.0,220.0,1986-10-14
1630688,Ish,Wainright,Forward,77.0,250.0,1994-09-12
1641806,Markquis,Nowell,Guard,67.0,160.0,1999-12-25
1629716,Marques,Bolden,Center,82.0,249.0,1998-04-17
1641777,Charles,Bediako,,,,2002-03-10
1641811,Sir'Jabari,Rice,,,,1998-12-28
1630547,James,Bouknight,Guard,76.0,190.0,2000-09-18
1627885,Shaquille,Harrison,Guard,76.0,195.0,1993-10-06
1629875,Xavier,Moon,Guard,72.0,165.0,1995-01-02
1641926,Dexter,Dennis,Guard,77.0,210.0,1999-02-09
1630535,Greg,Brown III,Forward,79.0,206.0,2001-09-01
202711,Bojan,Bogdanović,Forward,79.0,226.0,1989-04-18
1629718,Charlie,Brown Jr.,Guard,78.0,199.0,1997-02-02
1630641,Ibou,Badji,Center,84.0,240.0,2002-10-13
1631262,Jules,Bernard,Guard,78.0,210.0,2000-01-21
1641754,Seth,Lundy,Guard-Forward,76.0,220.0,2000-04-02
1641877,Nathan,Mensah,Center,81.0,230.0,1998-04-09
1629308,Juan,Toscano-Anderson,Forward,78.0,209.0,1993-04-10
1630606,Javonte,Smart,Guard,76.0,205.0,1999-06-03
1631376,Dmytro,Skapintsev,Center,85.0,215.0,1998-05-12
1629007,Jontay,Porter,Center-Forward,82.0,240.0,1999-11-15
1629603,Mamadi,Diakite,Forward,81.0,228.0,1997-01-21
1631112,Kendall,Brown,Guard,79.0,205.0,2003-05-11
1631173,Terquavion,Smith,Guard,76.0,160.0,2002-12-31
203506,Victor,Oladipo,Guard,75.0,213.0,1992-05-04
1628977,Hamidou,Diallo,Guard,77.0,202.0,1998-07-31
1630284,Kevon,Harris,Guard,77.0,216.0,1997-06-24
1630792,Malcolm,Hill,Forward,78.0,220.0,1995-10-26
1630562,Matt,Hurt,Forward,81.0,233.0,2000-04-20
1630929,Henri,Drell,Forward,81.0,220.0,2000-04-25
1630613,Duane,Washington Jr.,Guard,74.0,197.0,2000-03-24
1630554,Jason,Preston,Guard,75.0,181.0,1999-08-10
1630204,Ashton,Hagans,Guard-Forward,75.0,190.0,1999-07-08
1626159,Justise,Winslow,Forward-Guard,78.0,222.0,1996-03-26
1629015,Zhaire,Smith,Guard,75.0,205.0,1999-06-04
1629647,Darius,Bazley,Forward,81.0,216.0,2000-06-12
1628382,Justin,Jackson,Forward,80.0,220.0,1995-03-28
1630622,Jalen,Crutcher,Guard,73.0,175.0,1999-07-18
1641847,Andrew,Funk,Guard,77.0,200.0,1999-09-21
1641945,Jaylin,Galloway,Forward,78.0,190.0,2002-12-21
1630186,Jahmi'us,Ramsey,Guard,75.0,190.0,2001-06-09
1631167,Izaiah,Brockington,Guard,76.0,196.0,1999-07-12
203933,T.J.,Warren,Forward,80.0,220.0,1993-09-05
1629117,Wenyen,Gabriel,Forward,81.0,205.0,1997-03-26
1630564,RaiQuan,Gray,Forward,79.0,269.0,1999-07-07
1641970,Maozinha,Pereira,Forward,80.0,177.0,2000-08-28
202738,Isaiah,Thomas,Guard,69.0,185.0,1989-02-07
1628391,D.J.,Wilson,Forward,82.0,231.0,1996-02-19
1628424,Kobi,Simmons,Guard,77.0,180.0,1997-07-04
1630285,Zavier,Simpson,Guard,72.0,190.0,1997-02-11
1642013,Malik,Williams,Center,83.0,250.0,1998-08-26
1641851,Timmy,Allen,Forward,78.0,210.0,2000-01-09
1631298,Jack,White,Forward,78.0,225.0,1997-08-05
1642486,Boo,Buie III,,,,1999-12-07
1641907,Erik,Stevenson,,,,1999-04-28
1642379,Taran,Armstrong,Guard,77.0,190.0,2002-01-15
1642926,Tamar,Bates,Guard,76.0,195.0,2003-02-21
1642440,Gabe,McGlothan,,,,1999-03-03
